18 28 55618 4372 4534 2622 608 2474 1628 3855 648 4071 4878 2684 2466 673 2028 2972 183 495 3734 1555 3961 592 4290 1183 1952 2652 1597 4618 4138 3765 3408 2756 2126 4662 1481 835 4826 1986 1842 1001 4981 67 1902 4194 2247 1641 2398 2803 2710 4841 2699 2756 1438 700 100 2698 4334
19 28 59381 1205 4959 668 1518 2237 4327 4857 574 4181 404 2325 3206 1679 418 4099 2560 4541 1944 4666 771 4993 4138 3917 3945 4416 4889 2251 1819 1848 442 4320 3809 614 2232 1948 75 3989 1089 184 4708 3830 4351 825 1278 790 4658 2282 116 2671 2499 3363 3778 86 1965 1442 3173
20 28 54596 3598 2295 1738 1989 1065 4284 63 3826 4914 2052 2281 4498 4954 2900 2366 893 3919 3579 4619 703 4545 818 3283 4168 314 4239 1686 4442 3370 1085 2097 1461 780 2477 984 2518 3950 3599 1621 1494 3288 3186 448 4496 418 1745 1702 2028 2194 2150 403 3523 4255 649 3390 4752
21 28 52824 261 4569 2332 3686 991 4542 2416 585 4728 2649 4352 390 4638 3269 1501 4579 4473 554 4196 1916 2009 4191 4248 3323 2269 699 2535 4178 4598 4825 623 1772 866 2597 31 3362 2886 505 1106 3679 1507 4316 416 4781 2663 689 4565 3515 2260 1722 782 1108 2405 2125 374 743
22 28 58776 2261 4601 638 2511 1670 3855 2737 1785 2607 3018 2870 1490 2695 3473 1577 3527 3125 4740 4941 1947 4651 536 4278 2288 3638 1355 2509 2431 2408 2540 1825 3935 369 4879 582 3385 3212 904 3676 4011 2497 2779 2917 1905 1794 2345 3193 2380 4839 1500 2109 2984 3751 937 101 3498
23 28 60590 4730 3072 570 4958 1944 4200 709 1366 4278 1126 561 578 3619 550 4026 3228 4121 1855 4967 2193 3378 2578 2806 3770 3028 154 1 781 2961 179 2773 3947 4130 3288 3471 1726 1608 2898 2982 4996 3831 21 1908 4632 3756 2913 3899 1118 260 2003 55 3178 771 3524 4595 1257
24 28 58992 3108 4475 2689 1082 1218 3165 4595 2928 2447 121 3221 3239 933 4556 614 896 3771 2159 229 1511 2739 4878 3348 477 2561 496 4892 1983 838 449 4189 1359 3919 1236 1311 993 3795 3646 3523 4036 3742 3114 905 893 1270 1854 2415 4837 1957 4965 4988 2323 1572 4393 2951 2787
25 28 50288 547 761 939 187 3403 4472 2580 254 1758 3631 4530 1726 2711 3427 2359 3600 4250 2398 2368 2573 408 980 3786 3016 4743 3646 1575 263 3856 4400 1574 1971 397 2550 2687 3967 40 2295 1844 2990 1828 3332 1726 4167 2130 625 1282 4943 2833 3620 2311 898 3977 3545 419 1041
26 28 58561 4887 3375 266 931 2660 1220 3187 624 1965 2583 4116 1818 2867 200 2734 17 2236 3215 1296 2922 1526 1231 3998 325 3780 3563 2773 1626 3382 3956 4890 4843 818 4588 4576 727 1799 2333 1041 1036 1390 3681 4868 106 1876 3348 2891 4735 1888 1842 2275 931 2233 392 984 2304
27 28 51627 4713 4112 1093 3519 1495 662 2628 3139 3221 3702 1842 1197 532 1277 2737 3685 79 3017 3267 271 2449 1222 1919 1147 4368 3290 3511 2466 846 3742 934 4528 2340 4725 4655 4208 2833 2659 4395 3028 90 1514 847 4503 4978 3995 815 2079 511 45 1775 4861 871 4878 4790 3068
28 28 61122 4817 3511 2446 4058 1860 344 4689 78 3146 3741 2744 1158 2698 4062 2107 267 4227 3207 4382 2052 4001 1629 3122 4803 1747 205 735 1376 4797 3604 3156 1345 3212 4561 2131 2725 4758 1827 186 291 2053 3896 2613 1997 1503 1457 1279 586 3529 899 1837 4340 165 202 2463 1023
29 28 51687 2970 4244 1214 4358 4395 2325 3456 1832 1133 4696 1958 2095 4590 2551 2707 2497 3946 4197 190 911 3306 1984 2432 3682 422 981 2058 1681 4417 1739 1374 4663 4585 2 2761 2418 1640 253 3193 3629 109 2737 4043 752 2031 2762 2265 1063 659 962 246 1299 1611 3375 898 2844
30 28 55416 3075 4580 4909 4429 1867 758 3156 3440 1084 4002 2175 4915 698 3997 1892 2169 3189 687 2485 3551 1667 3118 3153 3663 697 1051 3590 3814 4908 2284 4030 282 4017 3602 3306 1271 3249 1145 1251 2072 42 2784 1989 1550 73 1328 3090 4397 4751 4065 1004 3180 3423 1517 501 4429
31 28 60971 1872 1926 2800 3413 1072 1005 1145 2843 3021 4630 2725 1416 2134 768 4703 3724 4988 2312 4804 3874 100 1842 4324 2032 246 2452 3763 1892 2918 4120 53 1908 3630 222 2362 160 577 2018 2500 2905 4566 3719 2387 2243 3706 1057 1746 2541 4671 1710 3101 892 2236 1860 4064 4532
32 28 69985 4704 1569 4203 1082 3494 3851 3513 159 4489 1970 3796 3080 4270 411 2685 2446 2980 3308 651 1003 1999 897 4196 2047 1923 2346 4890 308 3825 753 342 3583 2688 1261 4616 2256 3853 1660 4605 4691 1067 116 3999 1279 706 4986 3521 3841 4373 4137 792 1833 991 216 4311 810
33 28 46860 1655 2322 3005 3036 23 4251 4013 4637 2997 3236 244 249 2131 4418 3811 949 4242 2126 2014 1835 1650 1359 32 3265 222 1704 344 2928 4116 3024 3253 1572 2576 1698 1448 1605 3162 4080 46 2235 1979 2371 3983 2696 1222 2943 3013 1867 1402 1293 1395 1987 4488 617 110 1882
34 28 49479 2528 3044 3200 2165 2472 4529 771 1847 486 3942 3561 1310 3889 4122 198 1626 2214 3091 1687 1625 495 4855 2095 4119 3313 1847 325 2766 3074 3501 3630 4518 605 3733 4126 1933 1338 4321 2301 308 4817 4224 29 1396 2818 4517 2502 2553 497 4634 3701 1600 225 466 4952 2179
35 28 51648 3185 563 4473 2881 1348 252 3073 796 2889 3484 4858 970 4196 2786 1078 4214 955 3638 49 1722 3327 3140 795 747 4941 3256 3800 1863 641 4805 1466 3504 919 535 1080 4219 3306 3826 475 4790 1714 2701 52 2366 4341 2531 4470 2985 2608 930 1825 3896 419 404 2277 1607
36 28 47466 693 2241 891 32 2578 867 3573 4574 3160 1508 2785 4555 2642 2138 910 2370 3565 358 3581 2315 1086 2667 2165 252 3424 2234 4003 2670 3255 2750 46 2720 807 2523 2035 3316 2033 3552 271 57 730 1421 4315 2142 3730 4400 1236 292 623 4244 373 1733 832 3482 3991 1950
37 28 65521 4026 4915 2686 368 4793 3237 3264 3370 993 159 4326 4045 1468 1057 4959 1086 3234 2931 1794 3810 4053 1507 472 1282 1981 3678 4679 3715 4809 3688 4683 597 1287 3033 183 4197 458 3547 513 3438 3534 3027 3128 355 3354 2071 4015 1722 2032 3498 4764 2811 2368 4163 4046 2444
38 28 59737 1677 4218 1210 2067 2408 4260 3210 1463 389 4026 3987 1125 4650 999 527 995 3196 1795 2779 3663 1981 1707 1391 870 2309 3310 3338 4118 4216 1398 2201 3340 3335 2149 2928 2881 1293 14 4664 4903 4441 1644 4207 4077 2827 3840 166 2819 4306 1801 613 2743 4147 50 2276 1782
39 28 58988 1910 2826 3752 2915 602 2703 4365 4396 2797 4670 3553 4199 4071 48 1009 713 2725 1592 3872 2923 2009 1575 2129 1929 4064 83 5000 3379 3486 705 1029 2845 802 3543 1560 3853 4388 3617 1368 3711 3355 3401 2327 742 2519 1793 4065 1934 1042 3730 1961 3526 3972 589 4 4285
40 28 52696 2589 3779 2463 4718 2392 1439 749 652 2985 3594 3477 1750 281 4448 632 184 3379 2034 438 3642 2726 4724 2639 700 883 2788 2575 3096 1951 2742 4757 3294 4320 1244 2843 95 1818 1686 1869 2112 1656 3117 4291 2985 3467 3442 629 241 3975 1555 747 3590 921 1681 4419 313
41 28 43649 1253 4433 465 786 3089 722 525 1478 1231 2565 4921 4238 1932 1005 16 4924 462 559 321 1571 889 3259 2021 4296 1642 1521 3108 1984 3719 879 861 2207 4382 773 2556 1426 1670 1 3331 3348 2387 2525 2224 4761 746 1700 2505 1380 2413 1932 2471 1799 754 1801 2668 4288
42 28 54383 1097 4979 1943 4139 2641 3703 2463 1794 4589 97 2234 4052 182 4217 3816 3242 1880 3545 3475 2927 3568 2857 1084 1487 1888 8 776 3965 1818 2844 4265 3548 4271 1887 908 4595 1817 1400 2711 4869 3567 878 3232 2204 4527 4675 4684 2492 683 417 1104 2279 2147 1711 609 618
43 28 62613 4979 3110 3574 2093 3057 1453 3136 3350 2483 4439 1252 3755 2896 4248 814 1616 2358 3370 4478 2461 503 605 2070 4514 4463 4977 4953 1489 2602 115 1245 1788 1156 1727 1223 2301 1189 2587 3865 4218 1506 3272 2389 1804 4512 4289 3020 1075 3820 3967 2151 347 4104 1538 4469 1024
44 28 52071 2434 705 2180 4818 2165 1068 3701 3496 4090 2345 2344 1230 916 1545 2921 4438 364 2995 33 2167 3182 1517 3250 2719 4438 2016 1679 3585 1244 4522 3187 1183 1602 4615 4914 2124 1442 2675 196 1516 3220 3787 1382 2 443 1261 4130 4908 3686 3896 799 2149 273 891 4874 3771
45 28 57476 3842 1899 3554 2386 2130 4115 4289 1308 1980 3675 3211 3262 1869 1330 2855 4292 812 1750 4728 1975 1155 410 3900 151 4652 1766 4445 150 605 621 607 1795 1725 4740 1437 4950 4033 1164 2221 4984 4538 1193 2679 3629 3540 3209 85 383 3322 543 207 4787 814 906 2610 1155
46 28 55134 2935 3324 4255 1411 4969 4900 1148 4302 3806 3250 1284 4086 2112 882 1107 1814 1226 1874 665 2221 51 2843 2791 2374 1327 2100 2417 3235 3026 580 2802 2569 4671 1374 136 4451 3152 2897 3859 97 1337 2430 3707 1956 2108 3467 1646 4523 3293 3863 3249 1907 2758 913 3081 3676
47 28 42471 721 2222 3375 2533 4620 4509 1555 3408 1778 2311 1944 4773 623 2287 2983 997 2712 1795 4388 3897 1120 2353 2217 4464 2672 4632 2952 3465 60 2732 1097 785 2371 2881 2723 1681 914 1442 608 370 766 2955 1682 504 1799 3787 611 4158 1557 1154 2510 500 1663 2172 1068 772
48 28 58774 2262 4047 4235 3423 4188 1126 4249 2431 4120 614 490 2042 2162 257 3913 3302 3141 1374 2114 3090 169 3377 669 4579 4509 743 1795 3645 420 4084 4713 3952 3202 4075 4638 350 2151 731 1381 4411 147 1886 475 611 2957 1167 3381 926 4670 4009 1907 4863 4590 3684 820 1847
49 28 68184 3978 3170 2295 4569 3141 44 3734 3860 3423 323 4987 3240 3828 2244 4117 3375 2968 876 1325 4290 496 686 3781 2455 4715 4946 1870 710 2003 2488 1754 486 4177 3074 415 2342 4970 4018 4497 2396 1764 1650 1955 3616 3605 771 3541 272 4722 3792 4155 3912 2510 1161 504 4003
50 28 54877 654 4855 2177 1471 2124 2975 1676 4322 1301 1014 4798 2417 894 1355 2378 1765 4535 2415 290 3118 2044 4802 825 1572 493 4039 4071 748 3097 518 3987 1485 3987 51 3779 2772 4975 308 4327 665 1472 4370 454 2202 1321 1058 3177 4984 4541 4745 329 287 512 4126 4379 442
