918 40 0 4867 -2 69 2496 4193 4124 2427 2496 -7 1787 3891 3822 2104 3801 3870 2173 3891 -6 3870 1766 4193 4124 2427 2496 4193 -18 3484 3415 4228 2531 2600 1787 3891 3822 2104 3801 3870 2173 3891 -6 1601 28 0.012365369999999931
1022 40 0 7054 -1 307 2639 4872 6796 8181 7874 6489 7584 7891 6796 7845 7538 6489 7268 7575 6796 8181 7874 6489 7584 7891 6796 7845 7538 6489 7268 7575 6796 8181 7874 6489 7584 7891 6796 7845 7538 6489 7268 1601 18 0.01237617499999999
1122 40 0 3592 -6 1178 3231 2053 3228 1175 2353 1178 1434 256 0 3592 -6 1178 3231 2053 3228 1175 2353 1178 1434 256 0 3592 -6 1178 3231 2053 3228 1175 2353 1178 1434 256 0 3592 -6 1178 3231 1601 12 0.012158461999999925
1171 40 0 4522 -5 931 3242 2311 0 2171 3102 931 1392 461 2632 2171 -6 2311 3242 931 3102 2171 0 4522 -5 931 1392 461 2632 2171 3102 931 3242 2311 0 4522 -5 931 1392 461 2632 2171 3102 1601 20 0.012542066999999824
1177 40 0 1733 -5 804 0 1238 -3 804 -14 -9 0 1733 -5 804 0 1238 -3 804 -14 -9 0 1733 -5 804 0 1238 -3 804 -14 -9 0 1733 -5 804 0 1238 -3 804 -14 -9 0 1601 10 0.012287983999999863
1243 40 0 2918 -5 2233 2852 619 0 2233 -30 -25 0 2918 -5 2233 2852 619 0 2233 -30 -25 0 2918 -5 2233 2852 619 0 2233 -30 -25 0 2918 -5 2233 2852 619 0 2233 -30 -25 0 1601 10 0.011801603000000105
1320 40 -351 -115 1605 4055 5722 4117 6522 4855 6353 6492 4994 6068 5929 4855 5558 5697 4994 5288 5149 4855 6522 4117 6376 6515 4848 6346 6207 4709 6620 4361 6453 4542 6209 6348 4681 6179 6040 4542 5708 3616 5875 1601 40 0.011735811000000096
1446 40 0 11944 -5 649 2818 4564 3915 2169 3639 1470 3261 1791 3537 4186 2440 1791 0 11944 -5 649 2818 4564 3915 2169 3639 1470 3261 1791 3537 4186 2440 1791 0 11944 -5 649 2818 4564 3915 2169 3639 1601 16 0.01188884400000001
1463 40 -7 0 6546 -2 450 2914 5303 6583 6133 4853 5991 6441 5303 6437 5987 4853 5318 2929 4530 5810 6260 5795 6933 6483 5345 6479 6929 5795 5345 5810 6260 5795 6933 6483 5345 6479 6929 5795 5345 5810 6260 1601 29 0.011541859999999904
1470 40 0 5418 -19 53 2117 2064 2623 559 612 53 1391 1338 0 5418 -19 53 2117 2064 2623 559 612 53 1391 1338 0 5418 -19 53 2117 2064 2623 559 612 53 1391 1338 0 5418 -19 53 2117 1601 12 0.012041686999999968
1529 40 0 3391 -25 1049 2344 3313 2264 1295 2344 -17 1351 1295 0 3391 -25 1049 2344 3313 2264 1295 2344 -17 1351 1295 0 3391 -25 1049 2344 3313 2264 1295 2344 -17 1351 1295 0 3391 -25 1049 2344 1601 12 0.011795347999999706
1580 40 0 6093 -2 291 2759 4337 4046 2468 3779 4886 5177 4070 4817 5540 5249 4526 4817 3506 4229 5540 4793 4502 5249 5540 4817 4526 5249 3938 4229 5540 4793 4502 5249 5540 4817 4526 5249 3938 4229 5540 4793 1601 28 0.011951337999999812
1602 40 0 7480 -2 680 1498 818 0 680 1136 456 0 7480 -2 680 1498 818 0 680 1136 456 0 7480 -2 680 1498 818 0 680 1136 456 0 7480 -2 680 1498 818 0 680 1136 456 0 1601 10 0.011917260000000152
1650 40 0 3528 -24 580 3044 2464 2733 269 2544 3471 3202 3914 2987 3567 2855 3782 3202 2275 2987 3256 2544 3471 3202 3914 2987 3567 2855 3782 3202 2275 2987 3256 2544 3471 3202 3914 2987 3567 2855 3782 3202 1601 20 0.012361515999999906
1677 40 -6 0 9000 -8 518 2983 5271 7525 7007 8193 5939 8082 6896 7414 5271 7525 7007 8193 5939 8082 6896 7414 5271 7525 7007 8193 5939 8082 6896 7414 5271 7525 7007 8193 5939 8082 6896 7414 5271 7525 7007 1601 14 0.011761146
1719 40 0 5624 -1 152 1991 3424 4541 4389 3272 3424 1585 2702 4541 3108 2956 4389 4541 3424 3272 4389 2550 2702 4541 3108 2956 4389 4541 3424 3272 4389 2550 2702 4541 3108 2956 4389 4541 3424 3272 4389 2550 1601 21 0.011763656000000067
1729 40 0 4725 -7 2118 4527 5048 2930 2409 4527 -18 2188 2118 4527 5048 2930 2409 4527 -18 2188 2118 4527 5048 2930 2409 4527 -18 2188 2118 4527 5048 2930 2409 4527 -18 2188 2118 4527 5048 2930 2409 4527 1601 11 0.01110542499999978
1846 40 0 7956 -5 756 2623 4452 6220 7402 6646 5464 6220 4391 5758 5002 3635 5464 3696 5063 6245 4878 6646 7402 6220 5464 6646 4817 6036 4854 5610 4391 6220 7402 6646 5464 6220 4452 5819 5063 6245 4878 6646 1601 33 0.011327545000000105
1935 40 0 7609 -6 2174 3265 1091 0 2174 2929 755 0 7609 -6 2174 3265 1091 0 2174 2929 755 0 7609 -6 2174 3265 1091 0 2174 2929 755 0 7609 -6 2174 3265 1091 0 2174 2929 755 0 1601 10 0.011194524999999844
1987 40 2116 1391 3792 6075 4684 6633 4350 5951 4002 6285 4684 5941 3658 5607 4350 6633 4684 6075 3792 5741 4350 5951 4002 6285 4684 6633 4350 5607 3658 5941 4684 6075 3792 5741 4350 6633 4684 6285 4002 5951 4350 1601 28 0.0113523390000001
1991 40 0 4660 -5 1564 2917 3523 2170 1564 2023 3376 2917 1353 1959 3523 2917 1564 2170 3523 -15 3376 2917 1353 1959 3523 2917 1564 2170 3523 -15 3376 2917 1353 1959 3523 2917 1564 2170 3523 -15 3376 2917 1601 19 0.011327332999999884
